resume_id,job_id,relevance_label,notes,labeler,split
r_de_senior,7,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,8,2,Role-family and seniority rubric.,author-v1,validation
r_de_senior,9,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,10,1,Role-family and seniority rubric.,author-v1,validation
r_de_senior,11,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,12,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,13,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,14,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,15,0,Clinical admin posting; lexical bait.,author-v1,validation
r_de_senior,16,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,17,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,18,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,19,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,20,1,Role-family and seniority rubric.,author-v1,validation
r_de_senior,21,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,22,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,23,2,Role-family and seniority rubric.,author-v1,validation
r_de_senior,24,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,25,2,Role-family and seniority rubric.,author-v1,validation
r_de_senior,26,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,27,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,28,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,29,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,30,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,31,0,Role-family and seniority rubric.,author-v1,validation
r_de_senior,32,2,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,1,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,2,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,3,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,4,2,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,5,3,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,6,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,7,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,8,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,9,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,10,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,11,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,12,1,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,13,3,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,14,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,15,0,Clinical admin posting; lexical bait.,author-v1,validation
r_mle_mid,16,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,17,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,18,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,19,1,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,20,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,21,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,22,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,23,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,24,2,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,25,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,26,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,27,2,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,28,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,29,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,30,1,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,31,0,Role-family and seniority rubric.,author-v1,validation
r_mle_mid,32,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,1,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,2,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,3,2,Role-family and seniority rubric.,author-v1,validation
r_da_mid,4,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,5,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,6,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,7,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,8,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,9,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,10,2,Role-family and seniority rubric.,author-v1,validation
r_da_mid,11,3,Role-family and seniority rubric.,author-v1,validation
r_da_mid,12,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,13,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,14,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,15,0,Clinical admin posting; lexical bait.,author-v1,validation
r_da_mid,16,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,17,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,18,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,19,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,20,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,21,3,Role-family and seniority rubric.,author-v1,validation
r_da_mid,22,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,23,1,Role-family and seniority rubric.,author-v1,validation
r_da_mid,24,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,25,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,26,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,27,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,28,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,29,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,30,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,31,0,Role-family and seniority rubric.,author-v1,validation
r_da_mid,32,0,Role-family and seniority rubric.,author-v1,validation
r_de_mid,1,3,Role-family and seniority rubric.,author-v1,test
r_de_mid,2,2,Role-family and seniority rubric.,author-v1,test
r_de_mid,3,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,4,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,5,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,6,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,7,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,8,1,Role-family and seniority rubric.,author-v1,test
r_de_mid,9,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,10,2,Role-family and seniority rubric.,author-v1,test
r_de_mid,11,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,12,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,13,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,14,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,15,0,Clinical admin posting; lexical bait.,author-v1,test
r_de_mid,16,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,17,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,18,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,19,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,20,2,Role-family and seniority rubric.,author-v1,test
r_de_mid,21,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,22,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,23,1,Role-family and seniority rubric.,author-v1,test
r_de_mid,24,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,25,3,Role-family and seniority rubric.,author-v1,test
r_de_mid,26,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,27,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,28,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,29,1,"Fresh posting but marketing-ops intern work, not data engineering.",author-v1,test
r_de_mid,30,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,31,0,Role-family and seniority rubric.,author-v1,test
r_de_mid,32,3,Role-family and seniority rubric.,author-v1,test
r_ds_senior,1,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,2,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,3,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,4,2,Role-family and seniority rubric.,author-v1,test
r_ds_senior,5,1,Role-family and seniority rubric.,author-v1,test
r_ds_senior,6,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,7,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,8,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,9,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,10,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,11,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,12,3,NLP research role matches senior transformer background.,author-v1,test
r_ds_senior,13,1,Role-family and seniority rubric.,author-v1,test
r_ds_senior,14,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,15,0,Clinical admin posting; lexical bait.,author-v1,test
r_ds_senior,16,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,17,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,18,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,19,3,Role-family and seniority rubric.,author-v1,test
r_ds_senior,20,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,21,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,22,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,23,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,24,2,Role-family and seniority rubric.,author-v1,test
r_ds_senior,25,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,26,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,27,2,Role-family and seniority rubric.,author-v1,test
r_ds_senior,28,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,29,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,30,1,Role-family and seniority rubric.,author-v1,test
r_ds_senior,31,0,Role-family and seniority rubric.,author-v1,test
r_ds_senior,32,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,1,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,2,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,3,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,4,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,5,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,6,3,Role-family and seniority rubric.,author-v1,test
r_be_mid,7,1,"Backend title but Go/Java stack, not the candidate's Python API work.",author-v1,test
r_be_mid,8,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,9,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,10,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,11,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,12,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,13,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,14,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,15,0,Clinical admin posting; lexical bait.,author-v1,test
r_be_mid,16,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,17,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,18,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,19,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,20,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,21,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,22,3,Role-family and seniority rubric.,author-v1,test
r_be_mid,23,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,24,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,25,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,26,2,Role-family and seniority rubric.,author-v1,test
r_be_mid,27,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,28,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,29,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,30,0,Role-family and seniority rubric.,author-v1,test
r_be_mid,31,3,Role-family and seniority rubric.,author-v1,test
r_be_mid,32,0,Role-family and seniority rubric.,author-v1,test
